id,prediction
1815,190.38762
1816,177.54025
1817,102.94295
1818,52.347668
1819,23.82275
1820,6.485844
1821,1.6446455
1822,0.0356329
1823,0.0
1824,0.25598222
1825,0.8734093
1826,3.4731193
1827,27.122044
1828,50.427715
1829,65.09832
1830,82.69713
1831,134.13953
1832,180.52547
1833,246.82184
1834,251.14636
1835,262.73276
1836,303.1955
1837,250.18102
1838,193.04175
1839,178.68143
1840,144.57587
1841,127.240524
1842,79.85897
1843,40.296295
1844,24.323051
1845,2.517571
1846,0.17523652
1847,0.0
1848,0.0
1849,0.0
1850,13.173651
1851,43.72644
1852,96.11115
1853,231.49821
1854,422.2768
1855,629.01154
1856,756.2819
1857,813.5576
1858,855.0478
1859,859.3639
1860,869.51733
1861,798.13635
1862,629.7676
1863,500.19586
1864,336.49432
1865,220.3132
1866,123.259155
1867,54.28398
1868,16.159126
1869,1.5898906
1870,0.25992146
1871,0.14739767
1872,0.86476576
1873,2.1740167
1874,18.742085
1875,64.59093
1876,96.86984
1877,148.63434
1878,313.82217
1879,518.14557
1880,659.05194
1881,661.6995
1882,563.812
1883,331.4645
1884,209.0415
1885,194.42499
1886,235.70866
1887,201.33995
1888,157.90598
1889,108.6204
1890,62.29429
1891,38.782555
1892,20.512827
1893,2.4600382
1894,0.8232221
1895,0.6831112
1896,0.16431662
1897,0.9060312
1898,8.318888
1899,32.58263
1900,76.62222
1901,126.48368
1902,289.11826
1903,439.94415
1904,498.0313
1905,543.85596
1906,633.77545
1907,717.7229
1908,701.5184
1909,669.81555
1910,587.0469
1911,457.91904
1912,352.99307
1913,214.65485
1914,123.401054
1915,53.788704
1916,25.07886
1917,5.255809
1918,0.41717848
1919,0.33377862
1920,0.0
1921,2.9986281
1922,9.936784
1923,23.6283
1924,77.2989
1925,148.42065
1926,291.78278
1927,413.1847
1928,597.66846
1929,729.7754
1930,785.8739
1931,835.68677
1932,812.08704
1933,737.4684
1934,608.35205
1935,494.57443
1936,357.434
1937,219.76947
1938,127.30168
1939,58.60144
1940,24.225067
1941,4.386635
1942,0.23773159
1943,0.022534624
1944,0.914075
1945,0.755569
1946,14.854509
1947,40.53582
1948,94.29976
1949,174.17923
1950,324.04904
1951,515.3595
1952,610.9509
1953,747.46216
1954,800.29285
1955,673.68854
1956,610.9048
1957,528.6473
1958,412.09116
1959,264.531
1960,171.67082
1961,117.22884
1962,71.8554
1963,40.2368
1964,22.643879
1965,9.704224
1966,0.40898803
1967,0.18957873
1968,0.0
1969,4.1315312
1970,6.3425736
1971,13.1791725
1972,46.044247
1973,93.72726
1974,137.426
1975,172.39943
1976,187.58714
1977,165.15958
1978,417.17395
1979,634.4081
1980,634.97864
1981,618.0638
1982,516.6183
1983,375.87537
1984,248.06593
1985,179.75404
1986,95.25707
1987,47.540535
1988,6.3553104
1989,0.0
1990,0.0
1991,0.0
1992,1.126754
1993,9.000729
1994,3.28369
1995,8.68145
1996,16.193829
1997,28.006313
1998,61.43422
1999,131.7395
2000,169.16348
2001,248.58879
2002,252.63263
2003,320.9651
2004,397.60602
2005,429.693
2006,407.08087
2007,366.09668
2008,258.29047
2009,164.50192
2010,86.69824
2011,29.279457
2012,16.841772
2013,5.6541805
2014,1.0440127
2015,0.0
2016,0.047642007
2017,0.078537166
2018,8.770828
2019,29.718117
2020,89.32284
2021,189.99811
2022,401.35205
2023,589.38605
2024,704.7509
2025,706.6205
2026,804.2186
2027,842.1664
2028,798.81396
2029,670.23737
2030,486.64255
2031,348.79318
2032,208.94334
2033,170.12842
2034,61.675262
2035,24.243658
2036,13.16753
2037,3.711366
2038,0.0
2039,0.0
2040,0.0
2041,0.63237965
2042,8.552185
2043,30.713573
2044,78.42992
2045,157.66579
2046,299.0214
2047,476.97638
2048,660.803
2049,649.6625
2050,715.90796
2051,871.2215
2052,735.1887
2053,705.0666
2054,471.6586
2055,308.7793
2056,205.87296
2057,156.70897
2058,105.3746
2059,66.25649
2060,26.261465
2061,6.351989
2062,0.154901
2063,0.0589223
2064,0.0
2065,0.7967429
2066,16.006979
2067,38.13759
2068,66.47394
2069,91.34184
2070,130.2722
2071,120.850296
2072,160.22198
2073,257.7957
2074,252.58081
2075,103.639084
2076,241.53072
2077,146.3119
2078,185.23735
2079,130.99521
2080,85.83424
2081,46.969723
2082,28.033146
2083,10.908697
2084,4.06481
2085,0.8326872
2086,0.10452743
2087,0.0
2088,0.0
2089,0.5837297
2090,1.9102772
2091,9.056467
2092,15.077404
2093,24.96532
2094,51.542915
2095,115.76915
2096,126.99906
2097,91.81509
2098,63.231926
2099,103.43565
2100,139.64848
2101,158.09198
2102,132.07182
2103,141.72858
2104,130.03726
2105,86.93038
2106,58.934937
2107,27.399155
2108,5.597617
2109,0.9501107
2110,0.0
2111,0.0
2112,0.0
2113,0.34531194
2114,13.013359
2115,34.58717
2116,77.82646
2117,111.27464
2118,119.30334
2119,338.33038
2120,522.61383
2121,627.42645
2122,626.70276
2123,687.30444
2124,648.73944
2125,597.62225
2126,391.62808
2127,268.46265
2128,215.51122
2129,138.92798
2130,87.05846
2131,50.2128
2132,22.0297
2133,3.592218
2134,0.06581387
2135,0.0
2136,0.0
2137,0.50408125
2138,4.6981
2139,26.342773
2140,38.021744
2141,36.868603
2142,54.046318
2143,110.19264
2144,274.15762
2145,236.4797
2146,379.5622
2147,507.63058
2148,517.4047
2149,364.4129
2150,265.8931
2151,224.24838
2152,153.3717
2153,100.11484
2154,80.99684
2155,53.140953
2156,29.183104
2157,4.692889
2158,0.67368805
2159,0.4121148
